MJD,mag,emag
5.459721249999990687e+04,1.226300000000000168e+01,1.613226580490167983e-02
5.460613214999996126e+04,1.229525000000000112e+01,1.904271514254204239e-02
5.460813754000002518e+04,1.249750000000000050e+01,1.833200752781865769e-02
5.461022194000007585e+04,1.229474999999999874e+01,1.774295634892900098e-02
5.461623687000013888e+04,1.225474999999999781e+01,1.646777155537445386e-02
5.462219254000019282e+04,1.235524999999999807e+01,1.704589393373078313e-02
5.463304999000020325e+04,1.234875000000000078e+01,1.773590990053794739e-02
5.464017486000014469e+04,1.259874999999999901e+01,1.863464515358422349e-02
5.464213878000015393e+04,1.243550000000000111e+01,1.769003957033448912e-02
5.464415714999986812e+04,1.234299999999999997e+01,1.748034610641333725e-02
5.464614962999988347e+04,1.233425000000000082e+01,2.066851470231956603e-02
5.464817553000012413e+04,1.233724999999999916e+01,1.995463605280737782e-02
5.465104677999997512e+04,1.225974999999999859e+01,2.349601029962321286e-02
5.465305135999992490e+04,1.235050000000000026e+01,1.743380337161113888e-02
5.465502633999986574e+04,1.231824999999999903e+01,1.736735443295840675e-02
5.466414693999988958e+04,1.219875000000000043e+01,1.913112646970899222e-02
5.466705807999987155e+04,1.225775000000000148e+01,1.895554008726736336e-02
5.467707604999979958e+04,1.227200000000000024e+01,2.111131213354584465e-02
5.467908387000020593e+04,1.234699999999999953e+01,1.956559480312316038e-02
5.468206790000014007e+04,1.241499999999999915e+01,2.225421308426788619e-02
5.469003293000021949e+04,1.230300000000000082e+01,2.012305891260073726e-02
5.469400718999980018e+04,1.239775000000000027e+01,2.388383344440335107e-02
5.469800722000002861e+04,1.237000000000000099e+01,1.997185519675125434e-02
5.470001750000007451e+04,1.233675000000000033e+01,1.819684038507784346e-02
5.470202563000004739e+04,1.231075000000000053e+01,1.992015311186136686e-02
5.470403116999985650e+04,1.234799999999999898e+01,2.143157717014779196e-02
5.470802131000021473e+04,1.231850000000000023e+01,2.441695107911714610e-02
5.471099752000020817e+04,1.237224999999999930e+01,2.052742068551234242e-02
5.471598669000016525e+04,1.230150000000000077e+01,2.205816175477911395e-02
5.481635629000002518e+04,1.235299999999999798e+01,2.059429532661897003e-02
5.482735429000016302e+04,1.230949999999999989e+01,1.924675297290428383e-02
5.483933239000011235e+04,1.237399999999999878e+01,1.771298958391834960e-02
5.484733050000015646e+04,1.233024999999999949e+01,1.751071100783745810e-02
5.485635080000013113e+04,1.223450000000000060e+01,1.866480645493008919e-02
5.486931868000002578e+04,1.239175000000000004e+01,1.704956011162751459e-02
5.487232944000000134e+04,1.246674999999999933e+01,1.818825170267884817e-02
5.487937433000002056e+04,1.237575000000000003e+01,1.878663088475418866e-02
5.489128462000004947e+04,1.229600000000000115e+01,1.974366987163227519e-02
5.489532490999996662e+04,1.237400000000000055e+01,2.116453401329686582e-02
5.491928317999979481e+04,1.231125000000000114e+01,2.041292482717750947e-02
5.495417534000007436e+04,1.238124999999999964e+01,2.040680033714251801e-02
5.496612435999978334e+04,1.235299999999999976e+01,2.131020882112608442e-02
