# MJD,Flux,Eflux
5.861766192906210199e+04,1.002623174658412442e+00,8.863276959336946915e-04
5.861768276210704789e+04,1.002883780372366473e+00,8.888709890112654003e-04
5.861770359515111340e+04,9.972918968030003439e-01,8.893040224776133530e-04
5.861772442819456046e+04,1.003621373302943098e+00,8.883017951700933768e-04
5.861774526123765099e+04,1.007571344217061293e+00,8.887270183385762804e-04
5.861776609428065422e+04,9.955841834535994472e-01,8.904487140148443841e-04
5.861778692732381751e+04,9.963428816315835768e-01,8.911000519131989216e-04
5.861784942645653064e+04,1.004488668422433451e+00,8.933209549357631332e-04
5.861787025950249517e+04,9.922291728333194616e-01,8.965069053051471842e-04
5.861795359169863514e+04,1.012666439891297898e+00,8.971047242892880727e-04
5.861797442475104617e+04,9.947076354234597462e-01,8.980949172853338420e-04
5.861799525780482509e+04,1.002395221387496260e+00,8.982573518710265268e-04
5.861801609085990640e+04,9.919744879956913231e-01,8.996750103187561116e-04
5.861803692391620280e+04,1.001570487585605740e+00,8.993901178128129109e-04
5.861805775697358331e+04,9.945922248554469602e-01,9.007573511736596730e-04
5.861807859003190970e+04,9.979067830899635005e-01,9.007819983100193075e-04
5.861809942309099279e+04,9.937228878575594671e-01,9.016837600544464837e-04
5.861812025615062885e+04,9.959508025730788860e-01,9.022485485599621288e-04
5.861814108921059233e+04,9.939548011900871671e-01,9.026287368609622669e-04
5.861816192227065039e+04,9.957021837138350095e-01,9.040753783820386531e-04
5.861818275533054111e+04,1.000696899019921871e+00,9.032624138085471608e-04
5.861820358839000983e+04,9.953120819103336014e-01,9.039671755795063244e-04
5.861822442144878005e+04,9.909099551616269430e-01,9.048511940788571796e-04
5.861824525450659712e+04,9.905235459079175797e-01,9.046048961734215379e-04
5.861826608756319183e+04,9.955919777692124883e-01,9.054090086344802066e-04
5.861828692061832407e+04,9.960157840470441615e-01,9.045446991395739980e-04
5.861830775367175374e+04,1.009405705236524842e+00,9.068584301272247144e-04
5.861832858672326256e+04,1.007805173017983336e+00,9.070420665793927631e-04
5.861834941977265407e+04,9.973289342525512025e-01,9.087568845694359672e-04
5.861837025281975366e+04,9.950571432741230904e-01,9.076979030107413301e-04
5.861839108586443035e+04,9.966067908647660012e-01,9.077040745578694898e-04
5.861841191890656773e+04,9.961163704561475374e-01,9.094510800426475628e-04
5.861843275194608577e+04,1.000673804147311330e+00,9.089825833767471025e-04
5.861845358498294081e+04,1.012421231650903142e+00,9.087709227817900417e-04
5.861847441801711830e+04,9.974450898422438927e-01,9.107448885576698320e-04
5.861849525104864733e+04,1.010595613757634181e+00,9.093740135518619009e-04
5.861851608407759340e+04,1.000291163355454316e+00,9.097195567048085765e-04
5.861853691710403655e+04,1.012075136063041114e+00,9.097108832316477475e-04
5.861855775012810045e+04,1.007501532177910608e+00,9.101056196560430855e-04
5.861857858314995246e+04,1.007613770245157969e+00,9.102544878152275462e-04
5.861859941616976721e+04,1.006532962970775769e+00,9.111297600140023586e-04
5.861864108220412891e+04,1.011882612526702863e+00,9.132066225676679482e-04
5.861868274823304091e+04,1.005543504726406745e+00,9.118436974398329547e-04
5.861870358124610357e+04,1.011764850881188726e+00,9.118477553983887242e-04
5.861872441425857687e+04,1.007796668408882601e+00,9.115964389571465419e-04
5.861874524727073731e+04,1.009527838350621654e+00,9.109123353380352761e-04
5.861878691329514550e+04,1.012006034311043745e+00,9.115787952754321162e-04
5.861884941233545396e+04,1.009386299523512553e+00,9.143583473828521824e-04
5.861889107836704352e+04,1.009868106422637579e+00,9.116037650509007566e-04
5.861891191138466820e+04,1.007339604388513443e+00,9.109447467723414587e-04
5.861893274440363166e+04,1.008649449977963242e+00,9.109493536315150033e-04
5.861895357742396300e+04,1.005528628466453522e+00,9.104213521273033525e-04
5.861897441044568404e+04,1.006720295995580772e+00,9.130565271585342531e-04
5.861899524346876569e+04,9.972452218028449167e-01,9.115068875527913232e-04
5.861901607649314246e+04,1.002677729215942559e+00,9.111645479583931843e-04
5.861903690951871977e+04,1.000080754864734800e+00,9.102399696552541724e-04
5.861905774254537391e+04,1.001012576447513514e+00,9.097673939586347226e-04
5.861907857557294483e+04,9.963746858073991852e-01,9.095976457196269099e-04
5.861909940860125062e+04,9.982108304915923158e-01,9.097827841089546706e-04
5.861912024163008755e+04,9.936633616749870335e-01,9.094864921452065721e-04
5.861914107465923007e+04,9.999398104959785760e-01,9.088754258106577447e-04
5.861916190768843080e+04,9.966021314527490071e-01,9.095013979882014821e-04
5.861934940491134330e+04,9.904568894383894984e-01,9.076615120453665388e-04
5.861937023792731634e+04,9.903239176721453374e-01,9.058325206907754052e-04
5.861939107094084466e+04,1.000277651013479208e+00,9.067539719036149309e-04
5.861941190395182639e+04,9.923390036336189324e-01,9.051319248429782333e-04
5.861943273696018150e+04,9.929983716507437830e-01,9.048004322841081241e-04
5.861949523596926883e+04,9.934016091761758149e-01,9.054793787283736900e-04
5.861951606896707381e+04,9.969213850594169646e-01,9.037873223390021412e-04
5.861953690196239768e+04,1.001544430384659012e+00,9.044570581521829428e-04
5.861955773495537142e+04,9.912521172611228337e-01,9.047176256699862845e-04
5.861959940093492332e+04,9.989321823043564308e-01,9.025100322734367752e-04
5.861962023392188712e+04,9.918100959746884993e-01,9.021577691390759990e-04
5.861966189989135455e+04,9.907552979032632212e-01,9.022648028639925800e-04
5.861968273287435295e+04,1.011220608997452031e+00,9.008771024535116179e-04
5.861970356585653644e+04,1.002743107974262138e+00,8.998279897575110460e-04
5.861972439883818151e+04,9.996762156039952218e-01,9.013671768706606191e-04
5.861974523181955010e+04,9.965873969011564970e-01,8.991837196995443315e-04
5.861976606480089686e+04,1.011881832767571820e+00,8.981807172976183796e-04
5.861978689778246917e+04,9.939537567704262999e-01,8.968411470741503855e-04
5.861980773076450714e+04,1.005608783429261077e+00,8.966715614751409385e-04
5.861982856374721450e+04,9.993255952972835976e-01,8.955322399272027702e-04
5.861984939673078770e+04,1.001951515382192293e+00,8.957813058555366519e-04
5.861987022971539409e+04,1.006497450341901745e+00,8.943181413435559576e-04
5.861989106270117190e+04,1.006331876433393058e+00,8.939966568288944260e-04
5.861991189568821574e+04,1.006812664648448097e+00,8.930395936389332436e-04
5.861993272867660562e+04,1.009718583651487700e+00,8.924418975404931021e-04
5.861995356166637794e+04,9.967421206961066815e-01,8.932111534521455050e-04
5.861997439465753996e+04,1.004468952089076383e+00,8.911252555154691246e-04
5.861999522765004804e+04,1.007151018773785323e+00,8.905219963900645524e-04
5.862001606064385123e+04,1.004540659656275592e+00,8.897390042797796153e-04
5.862003689363884041e+04,9.919196703340729115e-01,8.907461278864664848e-04
5.862005772663489188e+04,9.946926055478565454e-01,8.889924792148791661e-04
5.862007855963184556e+04,9.948278588287580160e-01,8.876132463256539802e-04
5.862009939262950502e+04,1.012094223463847031e+00,8.878322381349937863e-04
5.862012022562767379e+04,9.990640127245081770e-01,8.866059449352260398e-04
5.862014105862611177e+04,1.002660172744990863e+00,8.873031581859224621e-04
5.862016189162458613e+04,9.982329216359041579e-01,8.856952077415672581e-04
5.862018272462282766e+04,1.009106343656682725e+00,8.865571924043948822e-04
5.862022439061757177e+04,9.931470299136637703e-01,8.840457228879523757e-04
5.862026605660824134e+04,9.995232334986992040e-01,8.832121542409738070e-04
5.862028688960141881e+04,1.001316882253447282e+00,8.838724059446281291e-04
5.862030772259282821e+04,9.964606784251631710e-01,8.830598879436974682e-04
5.862037022155453451e+04,9.977004171337109373e-01,8.819005696015559410e-04
5.862039105453704542e+04,9.902052782632178030e-01,8.824850978994174325e-04
5.862041188751699519e+04,9.996363352917234657e-01,8.819596004784036308e-04
5.862043272049432562e+04,9.884709937766454901e-01,8.820724615452653523e-04
5.862047438644098293e+04,9.980648583559433851e-01,8.817690077519213044e-04
5.862049521941034618e+04,9.922092372381724479e-01,8.818650877751001366e-04
5.862051605237714102e+04,9.884122476298352611e-01,8.824817303695561312e-04
5.862055771830349113e+04,1.001461465675748341e+00,8.819711635182447915e-04
5.862057855126333016e+04,9.898652466902853053e-01,8.814851512287889259e-04
5.862062021717728203e+04,1.007833468934216103e+00,8.820257898880332764e-04
5.862064105013183143e+04,1.012771556741123957e+00,8.826621417466135652e-04
5.862066188308509300e+04,1.012095737010619168e+00,8.828783968950970010e-04
5.862072438193971902e+04,1.011634162714003526e+00,8.837672002938129316e-04
5.862078688079213316e+04,1.006782363775206690e+00,8.853839745887931347e-04
5.862080771374361211e+04,1.010410258514045534e+00,8.855114831951087749e-04
5.862082854669578956e+04,1.000040240247610956e+00,8.880676828410458395e-04
5.862084937964886194e+04,9.945849518234641806e-01,8.876003986583143671e-04
5.862087021260298934e+04,9.971102168111642960e-01,8.881098488097405839e-04
5.862089104555830272e+04,9.973974859243102120e-01,8.881853346126207006e-04
5.862093271147285122e+04,1.006881879018409975e+00,8.890597257111089230e-04
5.862097437739291490e+04,1.002727342411962042e+00,8.946974989712227003e-04
5.862099521035498765e+04,1.011398075041773037e+00,8.938621371459803781e-04
5.862101604331834824e+04,1.013054699577816686e+00,8.944506753593410185e-04
5.862103687628288026e+04,1.000247229482680744e+00,8.945503152056614093e-04
5.862105770924845274e+04,1.003410015974887548e+00,8.949673546412342242e-04
5.862107854221491289e+04,9.944617994284805640e-01,8.956651124973342808e-04
5.862109937518205697e+04,9.896815847453800385e-01,8.972832875316879338e-04
5.862112020814967400e+04,9.985013915531011364e-01,8.980124255563116595e-04
5.862114104111754568e+04,9.942375102522987840e-01,8.978520431636124229e-04
5.862118270705301256e+04,9.946963234696127865e-01,8.996062714374281500e-04
5.862120354002009844e+04,9.914992794956104527e-01,8.996199293461850169e-04
5.862124520595163631e+04,9.878319770411103651e-01,9.016233393914115102e-04
5.862126603891557170e+04,9.970148994302709955e-01,9.028211522603355734e-04
5.862128687187795003e+04,9.947189061917495190e-01,9.022532855587992590e-04
5.862130770483855304e+04,9.926652407724702032e-01,9.026289939658688590e-04
5.862132853779715515e+04,9.929544702849512072e-01,9.038961029510803394e-04
5.862134937075358175e+04,9.963114696709549634e-01,9.040253003634866110e-04
5.862137020370767277e+04,9.933176072637133203e-01,9.045099915588652442e-04
5.862139103665929724e+04,9.976508919379319940e-01,9.059586953549666425e-04
5.862141186960835330e+04,9.952860608336852044e-01,9.056454857067499460e-04
5.862143270255477546e+04,9.954493347368941203e-01,9.061884630163994639e-04
5.862145353549853462e+04,9.933105518084126562e-01,9.063166863888255523e-04
5.862147436843963078e+04,1.002442588164426995e+00,9.065833039007686759e-04
5.862149520137810759e+04,9.982916702898742001e-01,9.072420370530195595e-04
5.862153686724751606e+04,9.992384697321431419e-01,9.078057250517251745e-04
5.862155770017869509e+04,9.982621373433885337e-01,9.091247715880095004e-04
5.862157853310772771e+04,1.006681823042377300e+00,9.094005253884275206e-04
5.862159936603481037e+04,9.994167141456619108e-01,9.097177568242039922e-04
5.862162019896015408e+04,9.937441560089587123e-01,9.093285588398931354e-04
5.862164103188399895e+04,1.006117526609220159e+00,9.096445610245983398e-04
5.862166186480657780e+04,9.985975850311570312e-01,9.112870699033039481e-04
5.862168269772815984e+04,1.006635336007536186e+00,9.101784384146754253e-04
5.862170353064901428e+04,1.008491013258004942e+00,9.112133139348910140e-04
5.862172436356939579e+04,1.008752433155184258e+00,9.115898270362712569e-04
5.862174519648957357e+04,1.011951404478194538e+00,9.115057135598250053e-04
5.862176602940980956e+04,1.008686622473171868e+00,9.114673882241002261e-04
5.862178686233033659e+04,1.006567404100276564e+00,9.119301761220901430e-04
5.862180769525138749e+04,1.007852824266311842e+00,9.131881346531631844e-04
5.862182852817316598e+04,1.007840950113200851e+00,9.123914504488593374e-04
5.862187019401964062e+04,1.006831689569783084e+00,9.136992769112225977e-04
5.862189102694462053e+04,9.984398889497274610e-01,9.141605541386940400e-04
5.862191185987089557e+04,1.001222240715197387e+00,9.131667520202690598e-04
5.862193269279853848e+04,9.960005298123213446e-01,9.134408339450149957e-04
5.862195352572757110e+04,9.909337897148751129e-01,9.136837763457665226e-04
5.862197435865798616e+04,9.996470330437464691e-01,9.140959370123657784e-04
5.862199519158975454e+04,1.005142950472453389e+00,9.133786643484442672e-04
5.862201602452278894e+04,9.966898416345296718e-01,9.136702440030742547e-04
5.862203685745698749e+04,1.001943978403708080e+00,9.137894035740978891e-04
5.862205769039221195e+04,9.932183819993566365e-01,9.155433645691060229e-04
5.862207852332829498e+04,1.010715699498331288e+00,9.140946746657092111e-04
5.862209935626504011e+04,9.945583298528656302e-01,9.134319205710246048e-04
5.862212018920224364e+04,9.947490785790245038e-01,9.130408815343745224e-04
5.862214102213965816e+04,1.002160040335305036e+00,9.127778452279923386e-04
5.862216185507704358e+04,1.003424056738721148e+00,9.128392012518292539e-04
5.862218268801413069e+04,1.008807961556754673e+00,9.127324470252778802e-04
5.862220352095067210e+04,1.009022766675361060e+00,9.136774194151672020e-04
5.862222435388639133e+04,9.994937039856129912e-01,9.122863114518758995e-04
5.862224518682101916e+04,1.005256953366144845e+00,9.154540443418527880e-04
5.862226601975431549e+04,9.939475154827531744e-01,9.119722071868077923e-04
5.862228685268602567e+04,9.937621380546931560e-01,9.115126019066014480e-04
5.862230768561593140e+04,1.001540105955804449e+00,9.112529091672961178e-04
5.862232851854382170e+04,9.912923106489645031e-01,9.106427945421500907e-04
5.862234935146950738e+04,9.926071583985976998e-01,9.124403910629926831e-04
5.862237018439284293e+04,9.974591720608468881e-01,9.113446288018168433e-04
5.862241185023198341e+04,9.954912239638695759e-01,9.100351751900392439e-04
5.862243268314762827e+04,1.002103152868453861e+00,9.104100371386984270e-04
5.862245351606061013e+04,9.878202930918084101e-01,9.104909100191259375e-04
5.862251601478383236e+04,9.893909012407505754e-01,9.093685196922596291e-04
5.862253684768659150e+04,9.938796578223009215e-01,9.093764521060044778e-04
5.862257851348541590e+04,9.888046827767575930e-01,9.082342590592480712e-04
5.862259934638185223e+04,9.881352615726651800e-01,9.078876748716574897e-04
5.862262017927657871e+04,9.981430957220672751e-01,9.078810075386270885e-04
5.862264101216983545e+04,9.949905147535277328e-01,9.078140474747219135e-04
5.862266184506186983e+04,9.952651482326250187e-01,9.076515618025876196e-04
5.862268267795294378e+04,9.948435717764539943e-01,9.067199603139152516e-04
5.862270351084332651e+04,1.000935367060273196e+00,9.068524945154992798e-04
5.862272434373327269e+04,9.891046746890127528e-01,9.076705389021586445e-04
5.862274517662305152e+04,9.955972153118423096e-01,9.063606065115523960e-04
5.862276600951291766e+04,9.930368121724559849e-01,9.059366439865134020e-04
5.862278684240311850e+04,9.895455046621098871e-01,9.055511101560266519e-04
5.862280767529387231e+04,9.944964507246165653e-01,9.049749055659086225e-04
5.862282850818538282e+04,1.004523749311661440e+00,9.050618696190143586e-04
5.862284934107783920e+04,1.005139336976618392e+00,9.036872172027084248e-04
5.862287017397138698e+04,9.939470646854490221e-01,9.041901273733688252e-04
5.862289100686615711e+04,1.011505763611879383e+00,9.032525792532912793e-04
5.862291183976223692e+04,1.009553682105991612e+00,9.031329787809715950e-04
5.862293267265969189e+04,1.004415901421213508e+00,9.019778123956974673e-04
5.862295350555854384e+04,1.001832725193087859e+00,9.014845731695134015e-04
5.862297433845877822e+04,1.003844562868334123e+00,9.002693006029890976e-04
5.862299517136035138e+04,1.005562583037422630e+00,9.010026903750054583e-04
