# MJD,Non_Corr_Flux,Corr_Flux,Eflux,Telescope
5.601891184400019847e+04,9.425233032930444566e-01,1.003827595581815002e+00,3.891130082682836555e-02,3.000000000000000000e+00
5.601892175699999643e+04,9.860072236545311952e-01,9.568633185984366518e-01,3.631100974653576202e-02,3.000000000000000000e+00
5.601895139400009793e+04,9.356126749665230058e-01,9.872211557551361372e-01,3.671612949571865375e-02,3.000000000000000000e+00
5.601896124200009945e+04,9.363023139031181330e-01,1.008329879993390188e+00,3.789348938575909376e-02,3.000000000000000000e+00
5.601897111999990011e+04,9.558375696409491251e-01,9.649650690780638973e-01,3.580727872195530598e-02,3.000000000000000000e+00
5.601898097500020231e+04,9.303108727165221303e-01,1.001855219844947964e+00,3.561413580441132737e-02,3.000000000000000000e+00
5.601899026199989748e+04,9.905584262119025984e-01,9.622208186442663402e-01,3.032915549438793337e-02,3.000000000000000000e+00
5.601900010599989764e+04,1.041887848318287180e+00,1.025119609303446699e+00,3.094186925411993722e-02,3.000000000000000000e+00
5.601900994999989780e+04,9.901018801622476495e-01,1.017561740871611997e+00,2.934516396398964555e-02,3.000000000000000000e+00
5.601901767699979973e+04,9.974704610158675600e-01,1.007304308020928740e+00,2.883570793445969227e-02,3.000000000000000000e+00
5.601902765699989686e+04,9.845907835132546859e-01,1.015753382956046558e+00,2.956802489762241568e-02,3.000000000000000000e+00
5.601903970600009779e+04,9.369808368931293874e-01,9.974916579126197336e-01,2.935475168839598095e-02,3.000000000000000000e+00
5.601905180099979771e+04,9.915438296258166639e-01,1.002174934683830454e+00,3.041149106412441988e-02,3.000000000000000000e+00
5.601906382399980066e+04,1.078748231315617145e+00,1.017505137823490724e+00,3.145656389637088018e-02,3.000000000000000000e+00
5.601907583799999702e+04,1.045086160529541619e+00,1.030072980262030091e+00,3.279215848378390363e-02,3.000000000000000000e+00
5.601908823100010341e+04,1.004699293040707486e+00,9.887275047239384440e-01,3.276372788604033082e-02,3.000000000000000000e+00
5.601910055899989675e+04,1.036764448972556263e+00,1.027478954361151109e+00,3.461350502059446638e-02,3.000000000000000000e+00
5.601911285200020211e+04,1.079776160568979737e+00,1.018861443308821446e+00,3.498298187076170213e-02,3.000000000000000000e+00
5.601912516100009816e+04,1.021128842882648158e+00,1.013456259307456753e+00,3.511678612752480028e-02,3.000000000000000000e+00
5.601913737099990249e+04,1.040382268926962617e+00,1.008400385279249134e+00,3.547677486654177148e-02,3.000000000000000000e+00
5.601986631500020303e+04,1.044212818922426234e+00,9.899622218562068587e-01,4.522384935815736140e-02,3.000000000000000000e+00
5.601987093499999901e+04,1.023115313298703200e+00,1.003550990662055886e+00,4.604554749185026108e-02,3.000000000000000000e+00
5.601987552399979904e+04,9.994753468401716967e-01,1.010284450293981839e+00,4.518038153109820571e-02,3.000000000000000000e+00
5.601988011300010112e+04,1.054600800544245542e+00,9.724221686059497660e-01,4.321010388770827465e-02,3.000000000000000000e+00
5.601988471700019727e+04,9.952222953055271937e-01,9.538134839824705669e-01,4.135060338848513956e-02,3.000000000000000000e+00
5.601988929500010272e+04,9.836398086893262116e-01,9.867429973298063040e-01,4.267949300281213137e-02,3.000000000000000000e+00
5.601989389600000140e+04,1.089050695391930557e+00,1.010772868597378471e+00,4.273333394967304688e-02,3.000000000000000000e+00
5.601989851999979874e+04,9.771924360626764727e-01,1.025650776614821291e+00,4.318173235891376027e-02,3.000000000000000000e+00
5.601990310900010081e+04,9.784172403938651286e-01,1.013247027927218324e+00,4.224446250551745774e-02,3.000000000000000000e+00
5.601990996199990332e+04,1.031687329048034174e+00,9.819803798524386895e-01,4.109401038671481321e-02,3.000000000000000000e+00
5.601992446599990217e+04,9.656863588533151077e-01,1.006999186636876376e+00,4.168100864148818752e-02,3.000000000000000000e+00
5.601993209399979969e+04,1.000027853993450622e+00,9.921947948084784974e-01,3.969291006373816544e-02,3.000000000000000000e+00
5.601993973099999857e+04,9.920009696579760172e-01,1.030540627003851517e+00,4.201417213617649610e-02,3.000000000000000000e+00
5.601994735299979948e+04,9.801941284266596499e-01,1.016504433794690021e+00,4.036984068538043702e-02,3.000000000000000000e+00
5.601995496999989700e+04,9.739935853738059812e-01,1.019856315961362947e+00,4.064862136197393977e-02,3.000000000000000000e+00
5.601996275400000013e+04,1.003367654670280995e+00,1.014697848001323788e+00,4.140671977232737722e-02,3.000000000000000000e+00
5.601997052200000326e+04,9.644952578166675616e-01,1.025086853053017277e+00,4.185583769900573514e-02,3.000000000000000000e+00
5.601997824499989656e+04,1.038035237966452584e+00,9.836005278184855039e-01,4.053788825800754003e-02,3.000000000000000000e+00
5.601998548100000335e+04,1.018264219652524005e+00,1.022078264563481387e+00,3.714245872448845159e-02,3.000000000000000000e+00
5.601999307999989833e+04,1.010630319095637830e+00,1.033679420584403319e+00,3.695432231397718925e-02,3.000000000000000000e+00
5.602000843100019847e+04,1.035487454078021674e+00,1.003172311168921471e+00,3.619101322009705274e-02,3.000000000000000000e+00
5.602001610000010260e+04,1.053428849346593976e+00,9.734768262141769712e-01,3.452046701433696130e-02,3.000000000000000000e+00
5.602002587099980155e+04,1.061395809276497237e+00,9.907325489146596720e-01,3.361223328188994719e-02,3.000000000000000000e+00
5.602004978099979780e+04,1.022889169418872868e+00,9.713689052531192525e-01,3.011536891323383230e-02,3.000000000000000000e+00
5.602006172000009974e+04,9.804189017996758349e-01,9.669819071694153445e-01,3.012388168835579763e-02,3.000000000000000000e+00
5.602007359700000234e+04,9.781098337604198223e-01,1.033630337886755512e+00,3.239707430087486462e-02,3.000000000000000000e+00
5.602008578999990277e+04,9.583655418483335575e-01,1.029341813849685705e+00,3.255831454424852611e-02,3.000000000000000000e+00
5.602009810099979950e+04,1.007423912592570359e+00,9.987380332039890174e-01,3.214629293121793602e-02,3.000000000000000000e+00
5.602011048500009929e+04,9.928415505863117385e-01,1.022719945056573376e+00,3.383603426197698272e-02,3.000000000000000000e+00
5.602012256600010005e+04,1.074082453884173116e+00,1.006331696216892446e+00,3.337650104258085143e-02,3.000000000000000000e+00
5.602013464399990335e+04,1.025115090208158719e+00,1.002747515035788517e+00,3.416947617605528564e-02,3.000000000000000000e+00
5.602098646100010228e+04,1.049303506405323771e+00,1.036770797515413234e+00,4.486430387985378132e-02,3.000000000000000000e+00
5.602099413199999981e+04,9.888714961416089633e-01,9.713452209021767869e-01,4.263879675845949624e-02,3.000000000000000000e+00
5.602100955000009708e+04,9.889534741537654439e-01,1.027846064321732422e+00,4.404634805600428360e-02,3.000000000000000000e+00
5.602102915700009908e+04,1.001548835755155631e+00,9.906251738218215808e-01,4.338708206222391395e-02,3.000000000000000000e+00
5.602104106999980286e+04,9.754467522734782126e-01,9.985700963784549522e-01,4.265175767582390920e-02,3.000000000000000000e+00
5.602106590599990159e+04,9.741627948114128799e-01,9.666006738266696985e-01,4.027881223041222120e-02,3.000000000000000000e+00
5.602109255999980087e+04,9.376196994833465581e-01,9.791030851925131007e-01,3.371007881341562401e-02,3.000000000000000000e+00
5.602111691599989717e+04,1.027156618883247052e+00,9.584417950274918274e-01,3.220193025980215562e-02,3.000000000000000000e+00
5.602112901300009980e+04,9.608580779773879810e-01,9.827974532911105676e-01,3.212968351854729454e-02,3.000000000000000000e+00
5.602881443500010209e+04,9.521186029683770258e-01,1.002455688116029142e+00,3.364230978973529324e-02,3.000000000000000000e+00
5.602883380099989881e+04,9.477350715218143540e-01,1.007204499444225076e+00,3.207501255128884093e-02,3.000000000000000000e+00
5.602884352899999794e+04,1.007925112565151826e+00,1.008422952832502384e+00,3.371926603724496180e-02,3.000000000000000000e+00
5.602885320799979672e+04,9.730059894948445143e-01,1.043568866749428947e+00,3.616478501465344997e-02,3.000000000000000000e+00
5.602886290499989991e+04,9.962584487859367233e-01,9.781383763789365249e-01,3.508962110553594249e-02,3.000000000000000000e+00
5.602887262000000192e+04,9.944431911921783884e-01,9.943351592670389705e-01,3.745690573356649788e-02,3.000000000000000000e+00
5.602888232700010121e+04,9.592928573724025521e-01,1.043220135152715278e+00,4.078197581978625086e-02,3.000000000000000000e+00
5.602889203900010034e+04,1.045984036555927865e+00,9.704935831228098664e-01,3.738830142379687138e-02,3.000000000000000000e+00
5.602890173200010031e+04,1.055050483012588192e+00,9.599354460453297655e-01,3.738791944572079917e-02,3.000000000000000000e+00
5.602891141400019842e+04,9.750155849726860335e-01,1.011629896804457029e+00,3.884833971454926954e-02,3.000000000000000000e+00
5.602892114700010279e+04,9.341887761520573097e-01,1.010300132293875164e+00,3.955209833541926262e-02,3.000000000000000000e+00
5.602892872000019997e+04,1.002379435273441199e+00,1.007760457909298468e+00,3.959304612312861127e-02,3.000000000000000000e+00
5.602893631599980290e+04,9.205430355681736287e-01,1.036874697795816980e+00,4.163843132463663360e-02,3.000000000000000000e+00
5.602895145400009642e+04,9.677520426562116196e-01,1.001747464850846203e+00,4.043186212701520982e-02,3.000000000000000000e+00
5.602895902200000273e+04,9.775345063681936120e-01,9.748111737137096222e-01,3.986548445843038357e-02,3.000000000000000000e+00
5.602896606600010273e+04,9.770664403368652939e-01,1.006672375549425791e+00,3.690867996929592110e-02,3.000000000000000000e+00
5.602897286000010354e+04,9.741730181484952178e-01,9.977476035493567652e-01,3.628902335027608256e-02,3.000000000000000000e+00
5.602897969800000283e+04,9.670926812781857063e-01,9.745623356117505409e-01,3.519528510712718883e-02,3.000000000000000000e+00
5.602898423699990235e+04,9.629596655165949537e-01,9.878502997313732825e-01,3.595976721629933620e-02,3.000000000000000000e+00
5.602898878399979731e+04,9.702241860821689823e-01,9.559021686336415247e-01,3.527200758736960540e-02,3.000000000000000000e+00
5.602899332900020090e+04,9.646907108695355060e-01,1.005411521100322947e+00,3.809491631977527520e-02,3.000000000000000000e+00
5.602899787600010313e+04,9.808624223386745999e-01,1.044530216870506623e+00,3.938899279256229125e-02,3.000000000000000000e+00
5.602900240900000063e+04,1.026597250256081617e+00,9.776412589975778111e-01,3.708109798206687263e-02,3.000000000000000000e+00
5.602900695300009829e+04,1.001991636783879702e+00,9.919403718663291070e-01,3.737965921876822833e-02,3.000000000000000000e+00
5.602901149599999917e+04,9.791023583938989194e-01,1.005107130018702444e+00,3.860113041367277398e-02,3.000000000000000000e+00
5.602901603099980275e+04,9.479820120167211650e-01,9.684540661995251210e-01,3.715816348950785886e-02,3.000000000000000000e+00
5.602902509600020130e+04,9.718863645853590416e-01,1.016870836794284250e+00,3.839534100576072473e-02,3.000000000000000000e+00
5.602902962899999693e+04,9.918726687147488841e-01,1.022743647048179438e+00,3.946823000400634385e-02,3.000000000000000000e+00
5.602903418200000306e+04,1.006403720479075892e+00,1.019893426285270799e+00,3.929496562050836805e-02,3.000000000000000000e+00
5.602903873600019870e+04,9.936832340742112191e-01,9.678366986148356776e-01,3.744160724534876389e-02,3.000000000000000000e+00
5.602904327900009957e+04,1.005143820204007721e+00,9.943131110172104270e-01,3.884552938427414392e-02,3.000000000000000000e+00
5.602904784299989842e+04,9.643247702299637680e-01,9.700430906280386179e-01,3.829289747107680192e-02,3.000000000000000000e+00
5.602905238700009795e+04,9.831951688556527236e-01,1.008622164131323995e+00,3.985736345916261053e-02,3.000000000000000000e+00
5.602905692500020086e+04,1.023596035061762111e+00,9.878895517717215524e-01,3.943224871079426680e-02,3.000000000000000000e+00
5.602905916999979672e+04,9.950479092549007198e-01,9.808550966752183076e-01,3.856497044679399466e-02,3.000000000000000000e+00
5.602906141299990122e+04,1.036890439755444371e+00,1.020980622519013892e+00,4.059713779663171040e-02,3.000000000000000000e+00
5.602906365300020116e+04,9.737501329021923668e-01,1.020611270027794504e+00,4.084758509919045322e-02,3.000000000000000000e+00
5.602906589799979702e+04,1.033296114161301515e+00,1.003095746806785149e+00,4.026808301336110008e-02,3.000000000000000000e+00
5.602906814400009898e+04,9.896824663493152263e-01,1.017133212345725957e+00,4.147143856667724615e-02,3.000000000000000000e+00
5.602907264100020257e+04,9.960292598632801697e-01,9.700561126584601457e-01,3.898191192593854909e-02,3.000000000000000000e+00
5.602907489599989640e+04,1.007850456060386257e+00,9.930574996830650036e-01,4.097085010435801145e-02,3.000000000000000000e+00
5.602907939299989812e+04,1.009959820950421028e+00,9.684886178079207264e-01,4.024633517042856129e-02,3.000000000000000000e+00
5.602908390499980305e+04,1.011533095528586390e+00,9.978761613333143599e-01,4.234615821664706320e-02,3.000000000000000000e+00
5.602908839800020360e+04,9.844192478812484604e-01,1.034114113280582226e+00,4.300079701025880802e-02,3.000000000000000000e+00
5.602909066300000268e+04,1.021146602362380751e+00,1.027895174026743685e+00,4.278205547327823544e-02,3.000000000000000000e+00
5.602909290699989651e+04,9.786695964951395155e-01,9.770117200379813127e-01,4.146842768557739561e-02,3.000000000000000000e+00
5.602909514399989712e+04,1.022040478607170844e+00,9.997512371190280245e-01,4.281380212805065838e-02,3.000000000000000000e+00
5.602909963099980087e+04,1.007636977820448587e+00,1.017447300557997369e+00,4.395125155595305810e-02,3.000000000000000000e+00
5.602910187399989809e+04,1.058230066727566809e+00,1.000841804980163952e+00,4.338392250386802207e-02,3.000000000000000000e+00
5.602910636000009981e+04,9.942145089353703336e-01,9.850637291148960362e-01,4.164973192507746141e-02,3.000000000000000000e+00
5.602911085300010018e+04,1.009578507929184132e+00,9.918213533533699611e-01,4.236989784611389087e-02,3.000000000000000000e+00
5.602911309800019808e+04,1.011272265367711309e+00,9.569896930955074099e-01,4.158258689336338104e-02,3.000000000000000000e+00
5.602911792400010017e+04,1.033560960043981458e+00,1.029609616329257848e+00,4.485541144709458833e-02,3.000000000000000000e+00
5.602982054700000299e+04,1.024038056424459331e+00,9.669560274409275680e-01,3.160257771646590025e-02,3.000000000000000000e+00
5.602983036200000060e+04,1.006681852189407866e+00,9.962216740167786355e-01,3.230562255326374643e-02,3.000000000000000000e+00
5.602984992999999668e+04,1.062696853514030648e+00,1.017638644640018963e+00,3.139654052410756346e-02,3.000000000000000000e+00
5.602985966200009716e+04,9.876517381135218043e-01,1.042874385798055359e+00,3.143628651764492077e-02,3.000000000000000000e+00
5.602986934399980237e+04,9.934361443192571972e-01,1.008991327596060250e+00,2.958963368363532603e-02,3.000000000000000000e+00
5.602989451899989945e+04,1.006552047827173668e+00,1.017320518901106308e+00,3.146971262625243571e-02,3.000000000000000000e+00
5.602990633000009984e+04,1.024492099490172059e+00,9.642191798296629868e-01,3.142694183800597008e-02,3.000000000000000000e+00
5.602991819000009855e+04,1.033810185723142316e+00,1.004439541377641465e+00,3.443258405984759435e-02,3.000000000000000000e+00
5.602992788300009852e+04,1.009476698413926288e+00,9.909026484675141910e-01,3.441390419094964709e-02,3.000000000000000000e+00
5.602993756699979713e+04,1.005190112127375635e+00,1.011389880302604016e+00,3.570805896923712197e-02,3.000000000000000000e+00
5.602994728300019779e+04,9.665567804512302796e-01,9.612414342133529521e-01,3.491810597999157190e-02,3.000000000000000000e+00
5.602995650999990175e+04,9.973785903093302929e-01,1.017677267433135802e+00,3.283916029845589113e-02,3.000000000000000000e+00
5.602996613299989986e+04,9.638274955317130965e-01,9.734644538675535363e-01,3.179300825850878143e-02,3.000000000000000000e+00
5.602998340999989887e+04,1.022606559859999820e+00,9.899358287618376107e-01,3.406908943000602069e-02,3.000000000000000000e+00
5.602999097900000197e+04,1.054030601874044404e+00,1.026590258963967939e+00,3.520301570144713371e-02,3.000000000000000000e+00
5.602999855600020237e+04,9.741012410722661441e-01,1.014667143569248253e+00,3.475667270726268132e-02,3.000000000000000000e+00
5.603000612600010209e+04,9.562866581644674513e-01,9.581529700318716092e-01,3.287604194586994655e-02,3.000000000000000000e+00
5.603001370099979977e+04,1.003145886599071002e+00,1.042320181578518801e+00,3.595233947196251056e-02,3.000000000000000000e+00
5.603002127399989695e+04,1.007469939435488016e+00,9.937751264956459218e-01,3.445103132905882881e-02,3.000000000000000000e+00
5.603002808400009962e+04,9.805914374753086360e-01,1.036980144155661421e+00,3.594642781791528713e-02,3.000000000000000000e+00
5.603003488999979891e+04,1.014901972712957789e+00,9.727351514327613469e-01,3.427996468864220880e-02,3.000000000000000000e+00
5.603004171199999837e+04,9.561721645860218333e-01,1.002177158606536445e+00,3.591245557410792377e-02,3.000000000000000000e+00
5.603005537599980016e+04,9.475081345201420424e-01,1.026217405042814113e+00,3.859801088001741515e-02,3.000000000000000000e+00
5.603006444799990277e+04,9.785063174469060820e-01,9.996894589096860795e-01,3.791963541963132983e-02,3.000000000000000000e+00
5.603006899000010162e+04,1.017757878464466970e+00,1.012275436984713117e+00,3.761676982766067046e-02,3.000000000000000000e+00
5.603007352499989793e+04,9.998804911873475643e-01,1.045443018224626819e+00,3.908693081107109807e-02,3.000000000000000000e+00
5.603008260599990172e+04,9.773983684459291998e-01,9.906911613789001203e-01,3.733062004324777527e-02,3.000000000000000000e+00
5.603008714999999938e+04,9.854254723962206919e-01,9.894023068249258035e-01,3.751060179787392423e-02,3.000000000000000000e+00
5.603009167400000297e+04,1.006496422509937760e+00,9.984909764189602299e-01,3.741954479344496848e-02,3.000000000000000000e+00
5.603009621600020182e+04,1.016633577086220042e+00,9.798801768878024898e-01,3.754799783770056132e-02,3.000000000000000000e+00
5.603010073200010083e+04,1.044126260258843031e+00,9.742585829676847498e-01,3.768353076728676865e-02,3.000000000000000000e+00
5.603010982900019735e+04,9.854527024220165465e-01,1.038218850634559098e+00,4.129270449964994594e-02,3.000000000000000000e+00
5.603081306699990091e+04,9.413232973851259899e-01,9.808790517426310140e-01,3.401208403043429890e-02,3.000000000000000000e+00
5.603082273600019835e+04,9.942508579796721646e-01,9.895408886328017628e-01,3.503304157859020440e-02,3.000000000000000000e+00
5.603083240599979763e+04,9.863608006407051931e-01,1.018039082756165392e+00,3.371382295737775786e-02,3.000000000000000000e+00
5.603086143400010042e+04,1.017748504150623567e+00,9.758117457657838889e-01,3.290456673347361832e-02,3.000000000000000000e+00
5.603088981200010312e+04,1.000958605974843874e+00,9.953083729813473335e-01,3.165736621518187854e-02,3.000000000000000000e+00
5.603090161499990063e+04,9.660155040357362166e-01,9.860517992513532226e-01,3.065515752591099416e-02,3.000000000000000000e+00
5.603093276000019978e+04,9.927321723363075057e-01,1.015056109365569670e+00,3.102739281145834582e-02,3.000000000000000000e+00
5.603096359300010226e+04,9.875249947947912776e-01,1.009575867414948647e+00,2.992996787625602090e-02,3.000000000000000000e+00
5.603101123599989660e+04,9.699293397577157805e-01,1.024823644220127505e+00,3.166884646593084301e-02,3.000000000000000000e+00
5.603279509200019675e+04,9.410226929837183230e-01,1.023528978135769929e+00,3.462431546079339922e-02,3.000000000000000000e+00
5.603280681000000186e+04,9.474495561489412188e-01,9.937436148305122119e-01,3.230059392834955939e-02,3.000000000000000000e+00
5.603281651700010116e+04,9.568152677481326362e-01,9.815133620149389948e-01,3.159561658492675978e-02,3.000000000000000000e+00
5.603283576899999753e+04,9.888447148338164183e-01,9.669584843351174408e-01,3.008627321792834916e-02,3.000000000000000000e+00
5.603284540600000037e+04,1.001059973102026435e+00,9.704777495704473012e-01,2.925561846107920319e-02,3.000000000000000000e+00
5.603286533500019868e+04,9.437715097064142133e-01,1.014079349071511871e+00,3.052061518564884446e-02,3.000000000000000000e+00
5.603287516199980018e+04,9.690527688632543102e-01,9.976617830529330710e-01,2.998228899279017923e-02,3.000000000000000000e+00
5.603288707400020212e+04,1.063098248803689971e+00,1.028552157962735913e+00,2.927831297685673170e-02,3.000000000000000000e+00
5.603289901799990184e+04,1.003977967249140901e+00,9.960329003634980083e-01,2.853944772085179743e-02,3.000000000000000000e+00
5.603291090000000258e+04,1.032183169216437602e+00,9.966658720548284833e-01,2.835032546179592355e-02,3.000000000000000000e+00
5.603292064299990307e+04,9.276122908985390270e-01,1.034454734929528552e+00,2.939926165458735252e-02,3.000000000000000000e+00
5.603294929199990293e+04,1.006172002754813111e+00,9.775905915016389613e-01,2.509580054441184691e-02,3.000000000000000000e+00
5.603295894100009900e+04,1.005921807536674040e+00,9.954496008766772208e-01,2.490635935328127867e-02,3.000000000000000000e+00
5.603296863800010033e+04,1.029600440580267673e+00,1.012654412161277495e+00,2.601839122083789840e-02,3.000000000000000000e+00
5.603297638199989888e+04,1.025511736078976943e+00,1.011552221786803152e+00,2.508333876351575426e-02,3.000000000000000000e+00
5.603298404399999708e+04,9.965980308635465912e-01,1.021536394666381575e+00,2.519918859190934529e-02,3.000000000000000000e+00
5.603299170600019715e+04,1.022747854877970486e+00,1.015383185480952299e+00,2.617490475620299489e-02,3.000000000000000000e+00
5.603299936900009925e+04,9.394177552569548117e-01,9.921346290658100697e-01,2.624614012538672991e-02,3.000000000000000000e+00
5.603300701399990066e+04,1.031003398060660770e+00,1.034814781798393257e+00,2.946717552123761033e-02,3.000000000000000000e+00
5.603301463899989903e+04,9.867794501768483162e-01,1.033925134874607243e+00,2.756079517841712387e-02,3.000000000000000000e+00
5.603302152500020020e+04,1.030130146004235803e+00,1.008180199929875176e+00,2.758307083527922893e-02,3.000000000000000000e+00
5.603302857099990069e+04,1.007618416632329206e+00,1.010238440658335568e+00,2.929900237604546320e-02,3.000000000000000000e+00
5.603303545199990185e+04,9.988495922648376046e-01,9.653553260507683476e-01,2.859353043927779711e-02,3.000000000000000000e+00
5.603305225400019845e+04,1.003007306446195512e+00,9.574123658958946237e-01,2.875806372366161365e-02,3.000000000000000000e+00
5.603305956600000354e+04,9.898014750156686192e-01,1.007414602915440716e+00,3.144848746737775175e-02,3.000000000000000000e+00
5.603308879100019840e+04,1.038274281932844101e+00,9.888078692388125868e-01,3.197755548756816418e-02,3.000000000000000000e+00
5.603309605999990163e+04,9.255675002029200016e-01,9.901217446726011673e-01,3.317409803337903473e-02,3.000000000000000000e+00
5.603310333999989962e+04,1.053688151835119324e+00,9.977828619678710265e-01,3.431846211003460045e-02,3.000000000000000000e+00
5.603379749299999821e+04,1.003497042018660634e+00,9.688079376578724311e-01,2.899760089030053653e-02,3.000000000000000000e+00
5.603380711100019835e+04,1.001797853160503404e+00,1.025673033165355630e+00,3.051717383909348033e-02,3.000000000000000000e+00
5.603381674899999780e+04,9.968552413219914365e-01,9.975812686968751342e-01,2.947644848514095056e-02,3.000000000000000000e+00
5.603382636100010131e+04,9.415602090776117317e-01,1.018316891515555822e+00,2.961394858189578261e-02,3.000000000000000000e+00
5.603383596300009958e+04,9.344414543366098558e-01,1.041986430577565237e+00,3.068099270823231028e-02,3.000000000000000000e+00
5.603384560499990039e+04,9.308251235835699466e-01,1.012890589110692519e+00,2.886959875066036005e-02,3.000000000000000000e+00
5.603385526899989782e+04,9.710824305721298400e-01,9.768365185031863129e-01,2.755019441179750589e-02,3.000000000000000000e+00
5.603386491800010117e+04,9.418117332773386918e-01,9.961064083190381835e-01,2.783518207516594289e-02,3.000000000000000000e+00
5.603387667299989698e+04,9.504386672833284866e-01,9.675588769420947477e-01,2.667752031775810773e-02,3.000000000000000000e+00
5.603390019899979961e+04,9.813594224326287474e-01,1.022523656189486818e+00,2.750983034622554724e-02,3.000000000000000000e+00
5.603391949399979785e+04,9.590121218681206816e-01,9.925071793528896791e-01,2.702187672726164003e-02,3.000000000000000000e+00
5.603392915200020070e+04,9.871339682547846106e-01,9.923189721927491158e-01,2.773252916149030259e-02,3.000000000000000000e+00
5.603393880000009813e+04,1.020084378044195494e+00,1.005747128279631752e+00,2.829786836223930832e-02,3.000000000000000000e+00
5.603394800900020346e+04,9.999173329381801922e-01,9.533283471646180063e-01,2.387559458276220653e-02,3.000000000000000000e+00
5.603406752800010145e+04,9.733120421913835640e-01,9.844457475187179396e-01,3.083418731618441100e-02,3.000000000000000000e+00
5.603407477399989875e+04,9.588443128183427033e-01,1.019490937277185205e+00,3.229507226036408551e-02,3.000000000000000000e+00
5.603408200799999759e+04,9.789761164094764601e-01,1.016657693093973913e+00,3.383253974977962902e-02,3.000000000000000000e+00
5.603480629399979807e+04,1.016952002986403869e+00,1.003465956949182170e+00,3.439967413533018270e-02,3.000000000000000000e+00
5.603481590900009905e+04,9.722803255449345983e-01,9.895099053344523776e-01,3.276079429171168539e-02,3.000000000000000000e+00
5.603482554200010054e+04,9.959189824180484374e-01,1.012677164760282578e+00,3.143602980815779491e-02,3.000000000000000000e+00
5.603487584100010281e+04,9.470980401402504523e-01,9.855029756869854163e-01,2.710065531759637408e-02,3.000000000000000000e+00
5.603495072099989920e+04,9.563109848910543720e-01,1.008780438348188424e+00,2.696466939787808478e-02,3.000000000000000000e+00
5.603496037699979934e+04,1.013174793725724721e+00,9.773065301272083616e-01,2.486738714162055330e-02,3.000000000000000000e+00
5.603497546999990300e+04,9.163264721780504107e-01,1.039586600916301951e+00,2.763836678910899791e-02,3.000000000000000000e+00
5.603501246100010030e+04,1.008751708579979756e+00,9.966526171683497415e-01,2.883715580077761756e-02,3.000000000000000000e+00
5.603501922000009654e+04,9.497624557159195513e-01,9.946743899654166832e-01,2.901252420427968479e-02,3.000000000000000000e+00
5.603502600299989717e+04,1.003155282955627836e+00,1.014788596700074930e+00,2.962229303183511187e-02,3.000000000000000000e+00
5.603503279899989866e+04,9.718505578691475355e-01,1.006361018253065565e+00,2.948226288867421621e-02,3.000000000000000000e+00
5.603504212300010113e+04,9.480231852225071698e-01,1.007205656823700890e+00,3.079151844193551979e-02,3.000000000000000000e+00
5.603504937200019776e+04,9.669663939166480704e-01,9.985733862149372975e-01,3.169475413863325625e-02,3.000000000000000000e+00
5.603505660599980183e+04,9.453897719153765422e-01,9.943206582794555937e-01,3.144579264893281045e-02,3.000000000000000000e+00
5.603506384500020067e+04,9.560379640184196726e-01,1.024489157292386210e+00,3.164375747965893909e-02,3.000000000000000000e+00
5.603579393500000151e+04,9.223677222725635838e-01,1.026101294378717554e+00,3.277725446897783446e-02,3.000000000000000000e+00
5.603580354799979978e+04,9.646374015637332322e-01,9.858664667376410007e-01,3.128365994114034460e-02,3.000000000000000000e+00
5.603581315500009805e+04,9.831144888830658513e-01,9.676202452489982564e-01,3.079535833537541678e-02,3.000000000000000000e+00
5.603582278200009750e+04,9.168115938329102210e-01,9.625116334709117316e-01,2.948397729816629523e-02,3.000000000000000000e+00
5.603583241799990356e+04,9.125824166477868316e-01,1.023876377010867422e+00,3.206049490299551358e-02,3.000000000000000000e+00
5.603584204400009912e+04,9.904854418586686027e-01,9.908448839036120281e-01,3.050731492949989784e-02,3.000000000000000000e+00
5.603586133399979735e+04,9.942145089353703336e-01,9.674277677367074668e-01,2.925742810210471903e-02,3.000000000000000000e+00
5.603587310100020113e+04,9.397408302388086110e-01,1.005475999348036442e+00,2.996203479364227887e-02,3.000000000000000000e+00
5.603588489100010338e+04,9.947824084167746772e-01,9.605783126381204351e-01,2.811003148483541547e-02,3.000000000000000000e+00
5.603608513899990066e+04,9.690721143715971264e-01,9.770370684790955496e-01,3.099217628205509084e-02,3.000000000000000000e+00
5.603609239500020340e+04,9.752682741213127837e-01,9.759683446142485286e-01,3.182991870557300151e-02,3.000000000000000000e+00
5.603680173100020329e+04,9.726220176915374438e-01,1.016305896465429903e+00,3.498881327816030784e-02,3.000000000000000000e+00
5.603681139100019936e+04,9.392476057432006531e-01,9.656046330529513000e-01,3.207480301577946696e-02,3.000000000000000000e+00
5.603682106899980135e+04,9.752592916099188658e-01,9.941523575032646942e-01,3.247015944226912948e-02,3.000000000000000000e+00
5.603684046600010333e+04,9.962311032191787374e-01,1.010342042661223294e+00,3.072155119123161707e-02,3.000000000000000000e+00
5.603685013800019806e+04,9.019450857792873366e-01,1.029404011516654505e+00,2.695782446181203829e-02,3.000000000000000000e+00
5.603703913800000009e+04,9.604264161928657284e-01,9.844113467764913361e-01,2.805436862184530061e-02,3.000000000000000000e+00
5.603778070699980162e+04,9.801028875021213782e-01,1.004846808970346395e+00,3.775378085209699086e-02,3.000000000000000000e+00
